stage,kind,candidate_eligible,samples,mean_ms,median_ms,p95_ms,max_ms
total_delay_ms,aggregate,False,404,701.1772108638582,702.9759630022454,913.2719250046648,1292.479492010898
classifier_delay_ms,aggregate,False,404,653.9742314188435,647.5030215151492,858.3375019952655,1255.9334429970477
sam_delay_ms,aggregate,False,404,438.66868930198694,435.992623999482,568.3616519963834,888.4934109955793
sam_inference_ms,leaf,False,404,422.4874176458374,420.1934899974731,552.6710760022979,869.4495230010943
rap_delay_ms,aggregate,False,404,180.37172397035278,174.65039149828954,269.00897501036525,662.5185739976587
geometry_metadata_ms,leaf,True,404,101.32218007665959,98.5698619770119,184.26885502412915,235.97390898794401
frame_assignment_ms,leaf,True,404,70.88086454191713,66.96545000158949,118.24421701021492,463.3775949914707
assignment_candidate_search_ms,leaf,False,404,56.86393976944907,54.43367150292033,101.7359050019877,435.35063401213847
geometry_projection_ms,leaf,False,404,42.7835186440074,38.96267049276503,93.62551897356752,141.32829596928786
sent_to_classifier_delay_ms,aggregate,False,404,31.870631725300566,25.423667510040104,82.08908600499853,129.57932900462765
frame_queue_wait_ms,leaf,True,404,31.726188438324694,25.28598200296983,81.94347699463833,129.4353580015013
result_message_build_delay_ms,leaf,True,404,27.2925581925982,27.541457006009296,49.00826899392996,69.2779300006805
geometry_mask_extract_ms,leaf,False,404,26.899380127414958,24.507892492692918,44.90047802391928,89.65418703155592
assignment_3d_geometry_ms,leaf,False,404,23.745373001105744,22.076616529375315,47.03890522068832,75.47897171752993
geometry_stats_ms,leaf,False,404,22.295875749820187,18.81747748120688,44.30640199279878,63.10305400984362
sam_restore_ms,leaf,False,404,15.977324598778896,15.205767995212227,20.892915010335855,38.97195099852979
assignment_centroid_iou_ms,leaf,False,404,15.670706901747138,12.455875461455435,30.618823118857108,358.16238092957065
coordinator_delay_ms,aggregate,False,404,12.858400492981367,12.841375995776616,17.9363149945857,26.075107001815923
geometry_depth_gather_ms,leaf,False,404,8.511327798710271,5.956978020549286,21.85268401808571,41.96313001739327
hydra_build_delay_ms,aggregate,False,404,7.759426923302731,7.208215494756587,11.841762010590173,20.453567005461082
assignment_scoring_ms,leaf,False,404,7.629211716691613,6.553894963872153,18.55943696864415,48.64257728331722
assignment_a2_redundancy_ms,leaf,False,404,7.36481840568099,7.040885502647143,12.829396000597626,25.453747002757154
hydra_depth_filter_ms,leaf,True,404,7.122170160523683,6.561947498994414,11.167218995979056,19.691986992256716
label_map_delay_ms,leaf,True,404,6.046964442743551,5.153890495421365,12.618722990737297,21.916222001891583
track_association_ms,leaf,True,404,4.371708270368664,3.849728476780001,8.144767984049395,18.31734699953813
assignment_a3_nested_ms,leaf,False,404,4.327128459912688,3.424862996325828,8.641249994980171,33.38460800296161
hydra_publish_delay_ms,leaf,True,404,4.245886130639961,3.8334595010383055,7.082078998791985,14.932506004697643
assignment_row_init_ms,leaf,False,404,2.8299114920529145,2.112758025759831,7.194423887995072,23.56344689906109
assignment_hungarian_ms,leaf,False,404,2.2205035595899325,2.1767779981018975,4.426094004884362,13.41784599935636
pipeline_wait_ms,leaf,False,404,1.8287445856174707,1.8764514970825985,3.4077080053975806,3.9994580001803115
crop_update_ms,leaf,True,404,1.6095247995301432,1.1014139963663183,4.817434994038194,12.062523994245566
active_segments_publish_ms,leaf,True,404,1.4222112275650818,1.382810005452484,1.7636449920246378,4.781199007993564
image_conversion_delay_ms,leaf,True,404,1.3760835024393347,1.2442644947441295,2.443728008074686,5.3307140042306855
unknown_publish_delay_ms,leaf,True,404,0.8473396004828287,0.7154854974942282,1.3411809923127294,5.109411999001168
sam_output_queue_wait_ms,leaf,True,404,0.6409506683784196,0.591803494899068,0.8222539909183979,2.7385489956941456
hydra_build_other_ms,leaf,True,404,0.5340567336269045,0.5322005017660558,0.6333860073937103,0.9335579961771145
semantic_dispatch_ms,leaf,False,404,0.3822280346092625,0.3760390027309768,0.753676999011077,3.0127109930617735
run_rap_other_ms,leaf,True,404,0.35597211607826396,0.3381030328455381,0.44947997957933694,2.703967009438202
sam_prepare_ms,leaf,False,404,0.1974293194111266,0.17998799739871174,0.24755699269007891,2.0298269955674186
metadata_delay_ms,leaf,True,404,0.15561150748998454,0.1400184992235154,0.18304299737792462,4.374980999273248
callback_enqueue_delay_ms,leaf,True,404,0.14444328697587336,0.1392030098941177,0.16953999875113368,0.5431140016298741
hydra_metadata_build_ms,leaf,True,404,0.1032000291521435,0.0989934997051023,0.13133099128026515,0.29552599880844355
classifier_other_ms,leaf,True,404,0.06260050123264681,0.06251248851185665,0.07484899833798409,0.10867499804589897
association_lock_wait_ms,leaf,False,404,0.06161001049867361,0.014592005754821002,0.02041697734966874,10.85029800015036
sam_other_ms,leaf,False,404,0.0065177379595000515,0.006464004400186241,0.007935988833196461,0.009760013199411333
coordinator_other_ms,leaf,True,404,0.005747838555846714,0.005119989509694278,0.007008013199083507,0.21411599300336093
assignment_lock_wait_ms,leaf,False,404,0.004608762069573017,0.004447996616363525,0.005663998308591545,0.044832995627075434
classifier_debug_record_delay_ms,leaf,False,404,0.004251972737025912,0.0040645027183927596,0.007103997631929815,0.010784002370201051
quality_deferred_release_ms,leaf,False,404,0.004193901266190361,0.0040165032260119915,0.005760011845268309,0.008224000339396298
