node,event,sequence,frame_id,queue_size,queue_max_size,queue_wait_ms,reason,status,timing_valid,timing_source,received_count,processed_count,failed_count,dropped_count,hydra_published_count,frame_fifo_size,frame_fifo_max_size,total_delay_ms,coordinator_delay_ms,classifier_delay_ms,sent_to_classifier_delay_ms,callback_enqueue_delay_ms,frame_queue_wait_ms,classifier_debug_record_delay_ms,image_conversion_delay_ms,sam_prepare_ms,sam_inference_ms,sam_restore_ms,sam_other_ms,sam_delay_ms,geometry_metadata_ms,frame_assignment_ms,track_association_ms,crop_update_ms,run_rap_other_ms,active_segments_publish_ms,semantic_dispatch_ms,quality_deferred_release_ms,rap_delay_ms,label_map_delay_ms,metadata_delay_ms,result_message_build_delay_ms,classifier_other_ms,hydra_build_delay_ms,hydra_depth_filter_ms,hydra_metadata_build_ms,hydra_build_other_ms,hydra_publish_delay_ms,unknown_publish_delay_ms,coordinator_other_ms,pipeline_wait_ms,num_masks,num_known,num_unknown,num_unknown_tracks,num_vlm_queued,unknown_track_id,candidate_id,track_seen_count,best_frame_score,predicted_label,label_confidence,mobility_class,mobility_confidence,vlm_delay_ms,total_age_ms,backend,model
rsg_object_detection,dropped_oldest,915,rsg_20260806_65_554879999_000915,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,915,74,0,839,74,0,1,63.81931600481039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,916,rsg_20260806_65_604879999_000916,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,916,rsg_20260806_65_604879999_000916,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,916,74,0,840,74,0,1,44.22817200247664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,917,rsg_20260806_65_654880000_000917,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,917,rsg_20260806_65_654880000_000917,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,917,74,0,841,74,0,1,87.10836699901847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,918,rsg_20260806_65_704880000_000918,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,918,rsg_20260806_65_704880000_000918,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,918,74,0,842,74,0,1,3.3670810007606633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,919,rsg_20260806_65_754880000_000919,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,919,rsg_20260806_65_754880000_000919,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,919,74,0,843,74,0,1,50.3683010028908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,920,rsg_20260806_65_804879999_000920,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,920,rsg_20260806_65_804879999_000920,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,920,74,0,844,74,0,1,51.74725599499652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,921,rsg_20260806_65_854879999_000921,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,921,rsg_20260806_65_854879999_000921,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,921,74,0,845,74,0,1,50.28621899691643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,922,rsg_20260806_65_904880000_000922,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,922,rsg_20260806_65_904880000_000922,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,922,74,0,846,74,0,1,56.588368002849165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,923,rsg_20260806_65_954880000_000923,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,923,rsg_20260806_65_954880000_000923,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,923,74,0,847,74,0,1,43.00951000186615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,924,rsg_20260806_66_004879999_000924,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,924,rsg_20260806_66_004879999_000924,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,924,74,0,848,74,0,1,66.69505299942102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,frame_trace,907,rsg_20260806_65_154880000_000907,,,,ok,sent_to_hydra,,,,,,,,,,918.3675329986727,13.91598900227109,877.89378099842,25.121845996181946,0.2443589983158745,24.87748699786607,0.00547300442121923,1.034848995914217,0.1691249999566935,349.3449649977265,28.350906002742704,0.0067839937401004136,377.871779994166,113.86635900271358,81.91197999985889,5.009214997699019,268.1912979824119,0.5452630139188841,1.3389219966484234,0.3213219970348291,0.004447996616363525,471.20647200063104,5.694130995834712,0.2445840000291355,21.7986360003124,0.043329011532478034,9.799475999898277,9.1550709985313,0.10336300329072401,0.5410419980762526,3.2916870040935464,0.8194179972633719,0.005408001015894115,1.430443997378461,8,0,8,0,0,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,926,rsg_20260806_66_104879999_000926,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,926,rsg_20260806_66_104879999_000926,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,926,75,0,849,75,0,1,51.68226300156675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,927,rsg_20260806_66_154880000_000927,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,927,rsg_20260806_66_154880000_000927,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,927,75,0,850,75,0,1,47.93727999640396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,928,rsg_20260806_66_204880000_000928,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,928,rsg_20260806_66_204880000_000928,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,928,75,0,851,75,0,1,49.244490001001395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,929,rsg_20260806_66_254880000_000929,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,929,rsg_20260806_66_254880000_000929,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,929,75,0,852,75,0,1,53.766648001328576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,930,rsg_20260806_66_304879999_000930,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,930,rsg_20260806_66_304879999_000930,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,930,75,0,853,75,0,1,49.26772199542029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,931,rsg_20260806_66_354879999_000931,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,931,rsg_20260806_66_354879999_000931,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,931,75,0,854,75,0,1,48.69618500379147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,932,rsg_20260806_66_404880000_000932,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,932,rsg_20260806_66_404880000_000932,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,932,75,0,855,75,0,1,51.6335229985998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,933,rsg_20260806_66_454880000_000933,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,933,rsg_20260806_66_454880000_000933,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,933,75,0,856,75,0,1,69.04152299830457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,934,rsg_20260806_66_504880000_000934,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,934,rsg_20260806_66_504880000_000934,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,934,75,0,857,75,0,1,55.64404799952172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,935,rsg_20260806_66_554879999_000935,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,935,rsg_20260806_66_554879999_000935,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,935,75,0,858,75,0,1,21.950000002107117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,936,rsg_20260806_66_604879999_000936,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,936,rsg_20260806_66_604879999_000936,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,936,75,0,859,75,0,1,50.06534499989357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,937,rsg_20260806_66_654880000_000937,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,937,rsg_20260806_66_654880000_000937,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,937,75,0,860,75,0,1,51.284934001159854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,938,rsg_20260806_66_704880000_000938,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,938,rsg_20260806_66_704880000_000938,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,938,75,0,861,75,0,1,59.36822800140362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,939,rsg_20260806_66_754880000_000939,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,939,rsg_20260806_66_754880000_000939,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,939,75,0,862,75,0,1,41.45557100127917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,940,rsg_20260806_66_804879999_000940,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,940,rsg_20260806_66_804879999_000940,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,940,75,0,863,75,0,1,53.417866001836956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,frame_trace,925,rsg_20260806_66_054879999_000925,,,,ok,sent_to_hydra,,,,,,,,,,789.9331869994057,18.201881997811142,742.6126319987816,27.164692000951618,0.1576369977556169,27.007055003196,0.007039998308755457,9.98172200343106,0.23715900169918314,331.43370000470895,26.7277179955272,0.008031995093915612,358.40660899702925,68.73674499365734,59.29737800033763,5.837367018102668,210.62275799340568,0.5856199932168238,1.394252001773566,0.2905690053012222,0.0042239989852532744,346.7871210013982,4.58321600308409,0.1393000056850724,22.669190999295097,0.04547298885881901,9.044730999448802,8.166175997757819,0.183782001840882,0.6947729998501018,8.453545000520535,0.6990620022406802,0.0045439956011250615,1.946941003552638,8,0,8,0,0,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,942,rsg_20260806_66_904880000_000942,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,942,rsg_20260806_66_904880000_000942,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,942,76,0,864,76,0,1,38.77302200271515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,943,rsg_20260806_66_954880000_000943,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,943,rsg_20260806_66_954880000_000943,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,943,76,0,865,76,0,1,47.9804470014642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,944,rsg_20260806_67_004879999_000944,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,944,rsg_20260806_67_004879999_000944,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,944,76,0,866,76,0,1,54.813301998365205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,945,rsg_20260806_67_054879999_000945,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,945,rsg_20260806_67_054879999_000945,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,945,76,0,867,76,0,1,50.82437700184528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,946,rsg_20260806_67_104879999_000946,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,946,rsg_20260806_67_104879999_000946,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,946,76,0,868,76,0,1,48.498735995963216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,947,rsg_20260806_67_154880000_000947,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,947,rsg_20260806_67_154880000_000947,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,947,76,0,869,76,0,1,50.61422599828802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,948,rsg_20260806_67_204880000_000948,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,948,rsg_20260806_67_204880000_000948,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,948,76,0,870,76,0,1,51.39892199804308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,949,rsg_20260806_67_254880000_000949,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,949,rsg_20260806_67_254880000_000949,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,949,76,0,871,76,0,1,61.38205200113589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,950,rsg_20260806_67_304879999_000950,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,950,rsg_20260806_67_304879999_000950,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,950,76,0,872,76,0,1,38.27697599626845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,951,rsg_20260806_67_354879999_000951,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,951,rsg_20260806_67_354879999_000951,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,951,76,0,873,76,0,1,48.613875995215494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,952,rsg_20260806_67_404880000_000952,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,952,rsg_20260806_67_404880000_000952,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,952,76,0,874,76,0,1,50.00847799965413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,953,rsg_20260806_67_454880000_000953,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,953,rsg_20260806_67_454880000_000953,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,953,76,0,875,76,0,1,49.809844997071195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,954,rsg_20260806_67_504880000_000954,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,954,rsg_20260806_67_504880000_000954,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,954,76,0,876,76,0,1,52.89288600033615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,frame_trace,941,rsg_20260806_66_854879999_000941,,,,ok,sent_to_hydra,,,,,,,,,,741.882242000429,11.582794002606533,708.1054730006144,20.515554999292362,0.16922099894145504,20.346334000350907,0.0055679993238300085,2.053632000752259,0.23949599562911317,354.27548400184605,23.241464004968293,0.0076799915404990315,377.76412399398396,51.21923799015349,55.28579599922523,4.690739995567128,181.9353550017695,0.4653910073102452,1.5168149984674528,0.5695220024790615,0.00444800389232114,295.7178340002429,8.302531998197082,0.1420519984094426,24.08072199614253,0.04457701288629323,5.373608000809327,4.730419997940771,0.11369899584678933,0.5294890070217662,5.445513997983653,0.7585509956697933,0.005121008143760264,1.6728519985917956,8,0,8,0,0,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,956,rsg_20260806_67_604879999_000956,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,956,rsg_20260806_67_604879999_000956,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,956,77,0,877,77,0,1,52.34221299906494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,957,rsg_20260806_67_654880000_000957,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,957,rsg_20260806_67_654880000_000957,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,957,77,0,878,77,0,1,31.64425300201401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,958,rsg_20260806_67_704880000_000958,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,958,rsg_20260806_67_704880000_000958,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,958,77,0,879,77,0,1,57.48294899967732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,959,rsg_20260806_67_754880000_000959,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,959,rsg_20260806_67_754880000_000959,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,959,77,0,880,77,0,1,42.57928299921332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,960,rsg_20260806_67_804879999_000960,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,960,rsg_20260806_67_804879999_000960,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,960,77,0,881,77,0,1,55.41546100721462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,961,rsg_20260806_67_854879999_000961,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,961,rsg_20260806_67_854879999_000961,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,961,77,0,882,77,0,1,52.64475000149105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,962,rsg_20260806_67_904880000_000962,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,962,rsg_20260806_67_904880000_000962,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,962,77,0,883,77,0,1,51.538124003855046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,963,rsg_20260806_67_954880000_000963,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,963,rsg_20260806_67_954880000_000963,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,963,77,0,884,77,0,1,40.56574899732368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,964,rsg_20260806_68_004879999_000964,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,964,rsg_20260806_68_004879999_000964,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,964,77,0,885,77,0,1,58.18646000261651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,965,rsg_20260806_68_054879999_000965,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,965,rsg_20260806_68_054879999_000965,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,965,77,0,886,77,0,1,89.94022099795984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,966,rsg_20260806_68_154880000_000966,0,1,0.0,frame_fifo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsg_object_detection,dropped_oldest,966,rsg_20260806_68_154880000_000966,,,0.0,frame_fifo_full,dropped,True,fifo_cached_frame,966,77,0,887,77,0,1,49.838518993055914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
