stage,kind,candidate_eligible,samples,mean_ms,median_ms,p95_ms,max_ms
total_delay_ms,aggregate,False,388,721.8270139150563,705.548172496492,920.3794109926093,1239.7666449978715
classifier_delay_ms,aggregate,False,388,671.9606050030108,661.2635709971073,856.1926140100695,1197.7983840188244
sam_delay_ms,aggregate,False,388,454.4124846365729,448.4853855028632,569.3174049956724,942.6243229972897
sam_inference_ms,leaf,False,388,432.89988857723824,427.81584600015776,547.5247860013042,926.8483729974832
rap_delay_ms,aggregate,False,388,182.20555893017684,174.97655500483233,267.2505299997283,555.3320850012824
geometry_metadata_ms,leaf,True,388,102.48002527374204,95.51937750802608,170.41149499709718,246.50234698492568
frame_assignment_ms,leaf,True,388,71.35139805222465,66.7713549992186,116.18194000038784,441.173434999655
assignment_candidate_search_ms,leaf,False,388,56.27777330139616,54.03652200038778,98.0284120014403,403.60776099259965
geometry_projection_ms,leaf,False,388,42.00608993144754,36.36865451699123,91.53441101079807,166.78236101870425
sent_to_classifier_delay_ms,aggregate,False,388,33.85643901826379,28.720124500978272,87.05675700912252,302.0910399936838
frame_queue_wait_ms,leaf,True,388,33.69433594073683,28.558534002513625,86.88962500309572,301.9460520008579
geometry_mask_extract_ms,leaf,False,388,28.27355182663953,25.713774004543666,49.14804402505979,67.1749190078117
result_message_build_delay_ms,leaf,True,388,27.04077039169599,27.270840997516643,47.000937003758736,66.57974599511363
assignment_3d_geometry_ms,leaf,False,388,23.390261808916755,21.326246795069892,46.75979907915462,69.43953476729803
geometry_stats_ms,leaf,False,388,22.454381697242912,19.145462494634558,41.932485008146614,72.39281199872494
sam_restore_ms,leaf,False,388,21.25477664684667,20.65455800766358,29.33671600476373,99.4171619968256
assignment_centroid_iou_ms,leaf,False,388,13.783696434196846,12.679447841946967,27.58066772366874,55.48732621537056
coordinator_delay_ms,aggregate,False,388,13.382299659928528,13.249539500975516,18.822596000973135,35.77550200861879
geometry_depth_gather_ms,leaf,False,388,8.839366385820034,6.220139002834912,22.24299199588131,61.6758510004729
assignment_a2_redundancy_ms,leaf,False,388,8.512881479339168,7.445325005392078,15.424500001245178,351.76672600209713
assignment_scoring_ms,leaf,False,388,8.454069409164788,6.797504880523775,16.38813722820487,336.3050342450151
hydra_build_delay_ms,aggregate,False,388,8.19867483759359,7.842148996132892,13.726902994676493,25.289117998909205
hydra_depth_filter_ms,leaf,True,388,7.548745100721885,7.134805498935748,13.027526991209015,24.63182200153824
label_map_delay_ms,leaf,True,388,6.476643587448803,5.476317499415018,13.443454998196103,41.68188999756239
track_association_ms,leaf,True,388,4.328560473218251,3.8856520113768056,7.329232001211494,16.92016601737123
hydra_publish_delay_ms,leaf,True,388,4.277185971453215,3.9013784917187877,7.145016003050841,11.884998006280512
assignment_a3_nested_ms,leaf,False,388,4.220057847858922,3.504541498841718,8.435704992734827,20.841063000261784
assignment_row_init_ms,leaf,False,388,2.895839427099455,2.16049551818287,7.731826874078251,21.618966944515705
assignment_hungarian_ms,leaf,False,388,2.226051000293738,2.2250510010053404,4.123326012631878,6.979801997658797
pipeline_wait_ms,leaf,False,388,1.853237649727104,1.9304350062157027,3.2209489872911945,4.375447999336757
crop_update_ms,leaf,True,388,1.8192805153225937,1.2172339847893454,5.803191015729681,12.338708984316327
image_conversion_delay_ms,leaf,True,388,1.6135141499803796,1.3876629891456105,2.7529910003067926,10.743611012003385
active_segments_publish_ms,leaf,True,388,1.4481367788246962,1.39039900386706,1.8933950050268322,4.135195005801506
unknown_publish_delay_ms,leaf,True,388,0.9002386055707922,0.7355980051215738,1.8727549904724583,6.350440002279356
sam_output_queue_wait_ms,leaf,True,388,0.770404571685316,0.6390565031324513,0.8109240006888285,28.24547099589836
hydra_build_other_ms,leaf,True,388,0.5486588372675505,0.5434744962258264,0.6467039929702878,0.979528995230794
semantic_dispatch_ms,leaf,False,388,0.3791803428987233,0.3630795035860501,0.7382229960057884,2.1806839940836653
run_rap_other_ms,leaf,True,388,0.37199590419216283,0.3442634842940606,0.4776539863087237,3.757543978281319
sam_prepare_ms,leaf,False,388,0.25024678104001424,0.1956750056706369,0.3196400066372007,4.7891970025375485
callback_enqueue_delay_ms,leaf,True,388,0.1621030775269676,0.15322849503718317,0.21292299788910896,0.5364029930206016
metadata_delay_ms,leaf,True,388,0.14713305922059497,0.14186900079948828,0.18716399790719151,0.31592900631949306
hydra_metadata_build_ms,leaf,True,388,0.10127089960415386,0.09857349505182356,0.12300499656703323,0.20498799858614802
classifier_other_ms,leaf,True,388,0.06450024791531139,0.06343749555526301,0.0783649884397164,0.15039698337204754
association_lock_wait_ms,leaf,False,388,0.025786058893235226,0.014496006770059466,0.020735984435305,1.7597669939277694
sam_other_ms,leaf,False,388,0.007572631447962437,0.007119997462723404,0.009184004738926888,0.08185497426893562
coordinator_other_ms,leaf,True,388,0.0062002453109316685,0.005216003046371043,0.0071029935497790575,0.2347469999222085
assignment_lock_wait_ms,leaf,False,388,0.005774304038813799,0.0046240020310506225,0.00601599458605051,0.3894950059475377
quality_deferred_release_ms,leaf,False,388,0.004068531198595103,0.003935499989893287,0.005376001354306936,0.00819200067780912
classifier_debug_record_delay_ms,leaf,False,388,0.004028012440779928,0.0039034930523484945,0.006400005077011883,0.026847003027796745
