stage,kind,candidate_eligible,samples,mean_ms,median_ms,p95_ms,max_ms
total_delay_ms,aggregate,False,273,601.6303869492555,587.1475900057703,761.7020180041436,1357.0675130031304
classifier_delay_ms,aggregate,False,273,539.6282387986496,529.9255669960985,677.4345360026928,1019.631624003523
sam_delay_ms,aggregate,False,273,337.6937507177983,336.75412699813023,409.80628099350724,461.5365939971525
sam_inference_ms,leaf,False,273,315.1897379637895,313.63796901132446,389.5218969992129,432.59870300244074
rap_delay_ms,aggregate,False,273,163.25524960387193,149.6509690041421,262.27665800252,607.7739750035107
geometry_metadata_ms,leaf,True,273,83.74849741706188,78.468621999491,145.3073369921185,218.1122320034774
frame_assignment_ms,leaf,True,273,70.36261728190989,62.700581998797134,107.7916749927681,464.1202479979256
assignment_candidate_search_ms,leaf,False,273,57.76274325701343,52.1463409968419,95.00648500397801,425.80489700776525
sent_to_classifier_delay_ms,aggregate,False,273,47.222446810231105,33.871029008878395,121.07743699743878,514.7165410016896
frame_queue_wait_ms,leaf,True,273,47.075017502180884,33.680348002235405,120.95279998902697,514.6199989976594
geometry_projection_ms,leaf,False,273,34.120473315465546,27.844019030453637,79.71212299889885,135.97342499997467
result_message_build_delay_ms,leaf,True,273,30.245709036508465,29.138532001525164,54.80319600610528,69.97760500235017
geometry_mask_extract_ms,leaf,False,273,23.794324874887312,21.645916000125,39.89664700930007,56.35222201817669
sam_restore_ms,leaf,False,273,22.12889990485751,21.6878300125245,30.68914699542802,41.98137499042787
assignment_3d_geometry_ms,leaf,False,273,20.450979725358795,18.11043512134347,38.56086594169028,361.93782910413574
geometry_stats_ms,leaf,False,273,18.177027413512807,15.579534025164321,33.26026399736293,51.263527988339774
coordinator_delay_ms,aggregate,False,273,12.722144582837176,12.730237998766825,17.72175999940373,24.111317994538695
assignment_row_init_ms,leaf,False,273,12.531018703836937,6.104913234594278,19.768285841564648,351.02008399553597
assignment_centroid_iou_ms,leaf,False,273,11.176298912893895,9.423495081136934,24.472216740832664,45.41813605464995
hydra_build_delay_ms,aggregate,False,273,7.818646696210675,7.78720599191729,12.511057997471653,20.07103200594429
hydra_depth_filter_ms,leaf,True,273,7.170656465210153,7.195381011115387,11.783116991864517,19.455526999081485
assignment_scoring_ms,leaf,False,273,7.114564842478826,6.090879091061652,18.37976094975602,34.17171083856374
geometry_depth_gather_ms,leaf,False,273,6.866676253270897,5.533589996048249,13.806712013320066,37.64921298716217
assignment_a2_redundancy_ms,leaf,False,273,6.7517575680473545,5.824306994327344,14.262244003475644,30.651093009510078
track_association_ms,leaf,True,273,5.40210863753587,3.660835005575791,7.6813820051029325,330.45567899534944
label_map_delay_ms,leaf,True,273,5.346538813223111,4.204027005471289,12.255800000275485,24.906113991164602
hydra_publish_delay_ms,leaf,True,273,4.068805663490364,3.6726439866470173,6.583943002624437,18.766238004900515
assignment_a3_nested_ms,leaf,False,273,3.775133252783078,3.144182002870366,7.703171999310143,23.735423004836775
image_conversion_delay_ms,leaf,True,273,2.874664864212875,1.83790699520614,6.843487004516646,11.624747989117168
pipeline_wait_ms,leaf,False,273,2.053021765467557,2.01412798196543,3.8832680002087727,4.663251995225437
assignment_hungarian_ms,leaf,False,273,1.9842574388665513,1.967567004612647,3.587946994230151,5.249830006505363
crop_update_ms,leaf,True,273,1.5070568277110814,0.9886489860946313,4.611379015841521,15.65466598549392
active_segments_publish_ms,leaf,True,273,1.4522049887657622,1.3841269974363968,1.9044669897994027,4.686893997131847
unknown_publish_delay_ms,leaf,True,273,0.8293285606332608,0.7067349943099543,1.3532140001188964,4.810856000403874
hydra_build_other_ms,leaf,True,273,0.5487795388701308,0.5293309950502589,0.6500640010926872,1.9282389985164627
run_rap_other_ms,leaf,True,273,0.3964505967515224,0.33861599513329566,0.4531089653028175,11.112408988992684
sam_prepare_ms,leaf,False,273,0.3675621095874207,0.20930699247401208,0.9399779955856502,10.794968009577133
semantic_dispatch_ms,leaf,False,273,0.36183976977227783,0.34011900424957275,0.7522380037698895,2.872666998882778
metadata_delay_ms,leaf,True,273,0.15314990046285706,0.14729300164617598,0.19797901040874422,0.6962710031075403
callback_enqueue_delay_ms,leaf,True,273,0.14742930805022342,0.14111600467003882,0.18629900296218693,0.31727299210615456
hydra_metadata_build_ms,leaf,True,273,0.09921069213039081,0.0966380030149594,0.12409299961291254,0.16866800433490425
classifier_other_ms,leaf,True,273,0.059175862572087665,0.044671003706753254,0.056190998293459415,3.5827229730784893
sam_other_ms,leaf,False,273,0.00755073956381052,0.007199982064776123,0.009343013516627252,0.06588699761778116
quality_deferred_release_ms,leaf,False,273,0.005426604386876191,0.005216003046371043,0.007231006748043001,0.00918300065677613
coordinator_other_ms,leaf,True,273,0.005363662502875095,0.005184003384783864,0.0065920030465349555,0.023231012164615095
classifier_debug_record_delay_ms,leaf,False,273,0.004534992069985049,0.004446992534212768,0.007168011507019401,0.02643199695739895
